,,2005,,,
REGIÕES AUTÓNOMAS,,"Acidentes com
vítimas e danos
materiais",Mortos,Feridos graves,Feridos leves
,REGIÕES AUTÓNOMAS,,,,
"Total
Madeira
Açores
Equiparado Ponta Delgada a)
Equiparado Angra Heroísmo b)
Equiparado da Horta c)",,"8700
4779
3921
2568
856
497","40
21
19
12
4
3","270
124
146
56
54
36","1894
1076
818
495
223
100"
