,Vítimas mortais,,Feridos graves,,,,,,M e FG por 100,
,,,,,Feridos leves,,Total de vítimas,,,
,(M),,(FG),,,,,,vítimas em 2006,
,,,,,,,,,,
,2005,,,,,,,,,
,,2006,2005,2006,2005,2006,2005,2006,M,FG
,,,,,,,,,,
,,,,,,,,,,
"Condutores
Passageiros
Peões","674
232
188","551
162
137","2143
905
714","2014
852
617","25988
13931
5568","25082
12960
5612","28805
15068
6470","27647
13974
6366","2,0
1,2
2,2","7,3
6,1
9,7"
Total,1094,850,3762,3483,45487,43654,50343,47987,"1,8","7,3"
,,,,,,,,,,
