,,Acidentes c/,,Feridos,Feridos,Total de
,,,Mortos,,,
,,vítimas,,graves,leves,vítimas
,,,,,,
"REGIÃO
LISBOA E
VALE TEJO","Atropelamentos
Colisão
Despiste
Total","2486
6277
3248
12011","48
116
73
237","256
533
362
1151","2373
8334
3697
14404","2677
8983
4132
15792"
Lisboa,"Atropelamentos
Colisão
Despiste
Total","1815
3705
1659
7179","26
44
32
102","183
307
188
678","1741
4865
1829
8435","1950
5216
2049
9215"
Santarém,"Atropelamentos
Colisão
Despiste
Total","219
992
884
2095","7
27
17
51","26
117
82
225","207
1289
1009
2505","240
1433
1108
2781"
Setúbal,"Atropelamentos
Colisão
Despiste
Total","452
1580
705
2737","15
45
24
84","47
109
92
248","425
2180
859
3464","487
2334
975
3796"
