,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,2005,2006,2005,2006,2005,2006,2005,2006
"Segunda
Terça
Quarta
Quinta
Sexta
Sábado
Domingo","33
29
27
22
30
50
41","16
19
12
13
15
41
46","125
98
112
88
102
182
198","79
104
90
101
103
144
231","1800
1587
1531
1513
1878
2533
3089","1603
1497
1649
1448
1769
2343
2651","1958
1714
1670
1623
2010
2765
3328","1698
1620
1751
1562
1887
2528
2928"
Total,232,162,905,852,13931,12960,15068,13974
,,,,,,,,
