,,,,,,,Total condutores,,Total condutores,
,Vítimas mortais,,Feridos graves,,Feridos leves,,,,,
,,,,,,,vítimas,,intervenientes,
,,,,,,,,,,
,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006
,,,,,,,,,,
"Veíc. ligeiro
Veíc. pesado
Velocípedes
Ciclomotores
Motociclos
Outros(1)","346
21
42
89
146
30","275
15
35
76
113
37","1064
41
134
425
456
23","1032
40
119
398
398
27","16751
499
1242
4058
3245
193","16425
437
1357
3649
3059
155","18161
561
1418
4572
3847
246","17732
492
1511
4123
3570
219","46209
2798
1511
4949
4190
510","44571
2522
1597
4456
3851
436"
Total,674,551,2143,2014,25988,25082,28805,27647,60167,57433
