,,TOTAL DE VÍTIMAS,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,<=14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,>=65,N.D.,TOTAL
,,,,,,,,,,,,,,,
,2017,606,442,313,265,198,212,299,352,364,416,401,1780,3,5651
Peões,2018,605,450,372,227,179,225,285,327,384,407,405,1786,0,5652
,18-17,-1,8,59,-38,-19,13,-14,-25,20,-9,4,6,-3,1
,2017,1559,1542,3281,2545,2188,2153,2328,2062,1820,1693,1402,4020,5,26598
Veíc. Ligeiros *,2018,1601,1453,3308,2604,2124,2116,2113,2004,1805,1681,1393,4101,2,26305
,18-17,42,-89,27,59,-64,-37,-215,-58,-15,-12,-9,81,-3,-293
,2017,21,25,32,40,45,66,80,81,78,65,55,59,0,647
Veíc. Pesados *,2018,18,47,25,37,38,63,71,91,73,78,71,101,2,715
,18-17,-3,22,-7,-3,-7,-3,-9,10,-5,13,16,42,2,68
,2017,155,216,133,103,150,177,188,196,170,143,114,291,0,2036
Velocípedes *,2018,135,222,135,113,138,175,188,200,153,138,123,263,1,1984
,18-17,-20,6,2,10,-12,-2,0,4,-17,-5,9,-28,1,-52
,2017,26,333,278,155,113,149,250,261,295,266,251,589,1,2967
Ciclomotores *,2018,23,274,234,163,120,119,190,224,278,252,206,482,0,2565
,18-17,-3,-59,-44,8,7,-30,-60,-37,-17,-14,-45,-107,-1,-402
,2017,29,630,596,909,770,724,704,538,389,270,185,207,3,5954
Motociclos *,2018,39,653,724,980,803,712,725,549,397,267,158,191,1,6199
,18-17,10,23,128,71,33,-12,21,11,8,-3,-27,-16,-2,245
,2017,14,19,34,29,40,24,37,46,50,44,50,253,0,640
Outros *,2018,14,30,42,29,33,32,32,46,45,28,49,199,3,582
,18-17,0,11,8,0,-7,8,-5,0,-5,-16,-1,-54,3,-58
,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,2
N.D.,2018,0,0,0,2,0,0,0,0,0,0,0,1,0,3
,18-17,0,-1,0,2,0,0,0,0,-1,0,0,1,0,3
TOTAL,2017,2410,3208,4667,4046,3504,3505,3886,3536,3167,2897,2458,7199,12,44495
,2018,2435,3129,4840,4155,3435,3442,3604,3441,3135,2851,2405,7124,9,44005
,18-17,25,-79,173,109,-69,-63,-282,-95,-32,-46,-53,-75,-3,-490
