,
,
,
,
Menos de 1 ano,306
1 ano,2728
2 anos,4041
3 anos,4462
4 anos,4828
5 anos,4017
6 anos,4401
7 anos,3657
8 anos,4310
Mais de 8 anos,12421
,
,
Total (1),45171
