Distribuição das velocidades,,,
,,% acima do limite,
,,Ligeiros,Pesados
,Auto-estradas,54,48
,Estradas com acessos condicionados,72,44
,Estradas de faixa única c/ múltiplas vias de circulação,48,28
,Estradas com atravessamento de povoação,83,82
,Vias urbanas,68,54
