,,1996,1997,,,1999,2000
,,,,,1998,,
,,,,,,,
Ligeiros,,338.086,371.087,,,450.361,457.251
,,,,,421.650,,
,,,,,,,
Pesados,,4.990,6.460,,,8.816,8.902
,,,,,7.921,,
,,,,,,,
,Passageiros,961,949,,1.263,1.206,1.458
,Mercadorias (1),4.029,5.511,,6.658,7.610,7.444
Motociclos,,24.765,30.828,,,22.927,22.181
,,,,,29.413,,
,,,,,,,
Tractores,,9.575,11.181,,,14.684,14.798
,,,,,12.773,,
,,,,,,,
Reboques,,11.347,12.482,,,15.621,15.257
,,,,,14.051,,
,,,,,,,
,Total,388.763,432.038,,485.808,512.409,518.389
