,Mortos,,,F. Graves,,,F. Leves,,,Total,,
,,,,,,,,,,,,
,Cond.,Passag.,Peões,Cond.,Passag.,Peões,Cond.,Passag.,Peõe,s Cond.,Passag.,Peões
,,,,,,,,,,,,
Faro,69,21,29,209,81,62,2121,968,324,2399,1070,415
,,,,,,,,,,,,
Dentro Localidade,16,0,11,82,25,41,921,320,251,1019,345,303
,,,,,,,,,,,,
Fora Localidade,53,21,18,127,56,21,1200,648,73,1380,725,112
,,,,,,,,,,,,
