,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
"Jan
Fev
Mar
Abr
Mai
Jun
Jul
Ago
Set
Out
Nov
Dez","43
34
48
38
41
41
68
62
47
43
41
46","84
99
97
107
148
124
155
176
119
124
101
123","1951
1728
2034
1992
2245
2136
2373
2329
2234
2511
2192
2260","2078
1861
2179
2137
2434
2301
2596
2567
2400
2678
2334
2429"
Total,552,1457,25985,27994
