,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
"00-03
03-06
06-09
09-12
12-15
15-18
18-21
21-24","19
17
23
21
22
41
28
19","59
41
67
62
65
148
93
55","823
505
1325
1688
1986
2826
2185
1226","901
563
1415
1771
2073
3015
2306
1300"
Total,190,590,12564,13344
