,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
"Dentro das localidades(1)
Dia
Noite
Aurora ou crepúsculo","165
94
63
7","385
252
118
14","5179
3667
1316
147","5729
4013
1497
168"
"Fora das localidades
Dia
Noite
Aurora ou crepúsculo","30
7
22
1","43
22
19
2","162
113
42
7","235
142
83
10"
"Total(1)
Dia
Noite
Aurora ou crepúsculo","195
101
85
8","428
274
137
16","5341
3780
1358
154","5964
4155
1580
178"
