,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
"Com capacete/cinto segurança
Com sistema retenção criança
Sem capacete/cinto segurança
Sem sistema retenção criança","137
3
39
1","452
27
82
8","10129
1148
940
86","10718
1178
1061
95"
Total(1),190,590,12564,13344
