,Até 5 anos,5 a 9 anos,10 a 14 anos
"Veíc. ligeiro
Veíc. pesado
Ciclomotor
Motociclos
Sub-total","8955
488
1563
1290
12296","12332
656
420
887
14295","13655
621
550
838
15664"
,15 a 19 anos,>=20 anos,Total(1)
"Veíc. ligeiro
Veíc. pesado
Ciclomotor
Motociclos
Sub-total","8027
293
506
467
9293","2000
115
446
142
2703","45857
2205
3583
3719
55364"
