,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
"Aut. ligeiros
Aut. pesados
Velocípedes
Ciclomotores
Motociclos
Outros","172
2
0
2
9
5","522
14
1
17
30
6","11319
398
21
393
356
77","12013
414
22
412
395
88"
Total,190,590,12564,13344
