"Quadro 4.2 Evolução peões vítimas em Portugal, 2018 a 2022",,,,,,
,,,,,,
Ano,VM,FG,FL,Total de peões vítimas,,
2018,163,427,5314,5904,,
2019,140,450,5391,5981,,
2020,101,291,3486,3878,,
2021,100,306,3717,4123,,
2022,107,350,4492,4949,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
