,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 26.  Infrações por excesso de velocidade,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,N.º de veículos fiscalizados por radar,,,Total de infrações,,,,,,,,,,,,,,,,,,,,,,
Entidade fiscalizadora,2022,2023,∆(%) 23/22,2022,2023,∆(%) 23/22,,,,,,,,,,,,,,,,,,,,
,,,,"N.º infrações
Tx. Infração",,N.º infrações,Tx. Infração,,,,,,,,,,,,,,,,,,,
ANSR,119100420,166039491,0.39411339607366624,430002,538896,0.25324068260147636,,,,,,,,,,,,,,,,,,,,
,,,,0.0036104154796431447,0.0032455893279027216,,-0.10104824605296749,,,,,,,,,,,,,,,,,,,
GNR,5217803,5409709,0.036779081157337634,119651,106444,-0.11037935328580617,,,,,,,,,,,,,,,,,,,,
,,,,0.022931298862758905,0.01967647427985498,,-0.14193808219864318,,,,,,,,,,,,,,,,,,,
PSP,2645519,2210061,-0.16460210642977802,58258,58151,-0.0018366576264203793,,,,,,,,,,,,,,,,,,,,
,,,,0.022021387863780228,0.026311943425995934,,0.19483583817496877,,,,,,,,,,,,,,,,,,,
PML (1),914295,1059045,0.15831870457565667,267023,243465,-0.08822460986506775,,,,,,,,,,,,,,,,,,,,
,,,,0.01094531924484479,0.008152900944199327,,-0.255124426997475,,,,,,,,,,,,,,,,,,,
,127878037,174718306,0.36628861451790984,874934,946956,0.08231706620156487,,,,,,,,,,,,,,,,,,,,
Total (2),,,,0.004819642581166161,0.004070315860625833,,-0.1554735040868986,,,,,,,,,,,,,,,,,,,
"(1) Na PML, os veículos fiscalizados por radar fixo correspondem ao número de infrações",,,,,,,,,,,,,,,,,,,,,,,,,,
(2) Taxa de infração global: sem radares fixos PML (fiscalização e infrações),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
