,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 11. Sinistralidade no Continente por localização,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,2019,2022,2023,2019,2022,2023,2019,2022,2023,2019,2022,2023,2019,2022,2023,,,,,,,,,,,
Dentro das localidades,27898,25589,27644,226,216,223,1439,1415,1623,32944,29294,31635,0.8100939135421894,0.8441127046777913,0.8066849949356099,,,,,,,,,,,
Fora das localidades,7806,7199,7330,248,246,244,862,828,814,10258,9162,9423,3.177043300025621,3.4171412696207804,3.3287858117326055,,,,,,,,,,,
Total,35704,32788,34974,474,462,467,2301,2243,2437,43202,38456,41058,1.3275823437149898,1.409052092228864,1.3352776348144337,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quadro 12. Sinistralidade no Continente por localização, taxas de variação",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,∆ (%) ,,,,,,,,,,,,,,,,,,,,,,,,,
,23/19,23/22,,23/19,23/22,,23/19,23/22,,23/19,23/22,,23/19,23/22,,,,,,,,,,,,
Dentro das localidades,-0.009104595311491881,0.08030794482003989,,-0.013274336283185861,0.03240740740740744,,0.1278665740097289,0.14699646643109543,,-0.03973409422049534,0.07991397555813484,,-0.004208053596741479,-0.044339706694105585,,,,,,,,,,,,
Fora das localidades,-0.06097873430694334,0.01819697180163904,,-0.016129032258064502,-0.008130081300813052,,-0.05568445475638051,-0.016908212560386437,,-0.08139988301813217,0.028487229862475427,,0.0477621792897065,-0.02585654233077117,,,,,,,,,,,,
Total,-0.02044588841586381,0.06667073319507133,,-0.014767932489451518,0.010822510822510845,,0.05910473707083885,0.08649130628622381,,-0.04962733206795977,0.0676617432910338,,0.005796469903260437,-0.052357508868059344,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
