,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 19. Sinistralidade no Continente por categoria de veículo e peões,,,,,,,,,,,, ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,VM,,,FG,,,FL,,,Total de vítimas,,,,,,,,,,,,,,,,
,2019,2022,2023,2019,2022,2023,2019,2022,2023,2019,2022,2023,,,,,,,,,,,,,,
Peões,74,70,57,463,355,359,5186,4319,4457,5723,4744,4873,,,,,,,,,,,,,,
Veículos ligeiros,230,223,214,961,969,955,25835,21498,22640,27026,22690,23809,,,,,,,,,,,,,,
Veículos pesados,8,15,8,30,29,27,559,591,496,597,635,531,,,,,,,,,,,,,,
Ciclomotores,26,20,20,144,130,124,2276,1685,1695,2446,1835,1839,,,,,,,,,,,,,,
Motociclos,93,99,124,520,562,766,6737,7242,8384,7350,7903,9274,,,,,,,,,,,,,,
Velocípedes,20,19,26,112,146,163,2104,2717,2983,2236,2882,3172,,,,,,,,,,,,,,
Veículos agrícolas,15,11,12,25,20,14,102,90,104,142,121,130,,,,,,,,,,,,,,
Outros,8,5,6,46,32,29,403,314,299,457,351,334,,,,,,,,,,,,,,
Total,474,462,467,2301,2243,2437,43202,38456,41058,45977,41161,43962,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quadro 20. Sinistralidade no Continente por categoria de veículo e peões, taxas de variação",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,VM,,,FG,,,FL,,,Total de vítimas,,,,,,,,,,,,,,,,
,∆ (%) ,,,,,,,,,,,,,,,,,,,,,,,,,
,23/19,23/22,,23/19,23/22,,23/19,23/22,,23/19,23/22,,,,,,,,,,,,,,,
Peões,-0.22972972972972971,-0.18571428571428572,,-0.22462203023758098,0.011267605633802802,,-0.1405707674508292,0.031951840703866585,,-0.14852350165996853,0.027192242833052216,,,,,,,,,,,,,,,
Veículos ligeiros,-0.06956521739130439,-0.04035874439461884,,-0.00624349635796051,-0.014447884416924683,,-0.12366944068124641,0.053121220578658424,,-0.11903352327388439,0.049316879682679504,,,,,,,,,,,,,,,
Veículos pesados,0,-0.4666666666666667,,-0.09999999999999998,-0.06896551724137934,,-0.11270125223613592,-0.16074450084602365,,-0.11055276381909551,-0.16377952755905512,,,,,,,,,,,,,,,
Ciclomotores,-0.23076923076923073,0,,-0.13888888888888884,-0.0461538461538461,,-0.25527240773286464,0.005934718100890191,,-0.24816026165167615,0.0021798365122616126,,,,,,,,,,,,,,,
Motociclos,0.33333333333333326,0.2525252525252526,,0.4730769230769232,0.3629893238434163,,0.24447083271485814,0.1576912455122894,,0.2617687074829933,0.1734784259142097,,,,,,,,,,,,,,,
Velocípedes,0.30000000000000004,0.368421052631579,,0.4553571428571428,0.11643835616438358,,0.4177756653992395,0.09790209790209792,,0.4186046511627908,0.10062456627342131,,,,,,,,,,,,,,,
Veículos agrícolas,-0.19999999999999996,0.09090909090909083,,-0.43999999999999995,-0.30000000000000004,,0.019607843137254832,0.15555555555555545,,-0.08450704225352113,0.07438016528925617,,,,,,,,,,,,,,,
Outros,-0.25,0.19999999999999996,,-0.3695652173913043,-0.09375,,-0.25806451612903225,-0.047770700636942665,,-0.2691466083150985,-0.04843304843304841,,,,,,,,,,,,,,,
Total,-0.014767932489451518,0.010822510822510845,,0.05910473707083885,0.08649130628622381,,-0.04962733206795977,0.0676617432910338,,-0.04382626095656528,0.06804985301620459,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
