,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 13. Sinistralidade no Continente por tipo de via,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,2019,2022,2023,2019,2022,2023,2019,2022,2023,2019,2022,2023,2019,2022,2023,,,,,,,,,,,
AE,2146,1901,2011,58,49,46,176,169,153,3085,2674,2838,2.7027027027027026,2.5775907417148867,2.2874191944306315,,,,,,,,,,,
Arruamento,22794,20581,21947,157,147,138,1066,1028,1118,26467,23189,24713,0.6887777485303149,0.7142510082114572,0.6287875336036816,,,,,,,,,,,
EM,1334,1248,1263,30,38,27,166,145,139,1609,1404,1480,2.2488755622188905,3.0448717948717947,2.137767220902613,,,,,,,,,,,
EN,6372,6258,6967,142,147,156,584,650,757,8244,7788,8674,2.228499686126805,2.348993288590604,2.2391273144825607,,,,,,,,,,,
ER,319,212,247,8,4,10,23,19,29,418,266,303,2.507836990595611,1.8867924528301887,4.048582995951417,,,,,,,,,,,
IC,966,880,828,26,37,35,86,84,71,1266,1157,1101,2.691511387163561,4.204545454545454,4.2270531400966185,,,,,,,,,,,
IP,263,245,218,16,10,14,29,26,29,349,329,269,6.083650190114068,4.081632653061225,6.422018348623854,,,,,,,,,,,
Outras*,1510,1463,1493,37,30,41,171,122,141,1764,1649,1680,2.4503311258278146,2.050580997949419,2.7461486939048894,,,,,,,,,,,
Total,35704,32788,34974,474,462,467,2301,2243,2437,43202,38456,41058,1.3275823437149898,1.409052092228864,1.3352776348144337,,,,,,,,,,,
"*Inclui acessos, estradas florestais, pontes, variantes e não definidas",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quadro 14. Sinistralidade no Continente por tipo de via, taxas de variação",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,∆ (%) ,,,,,,,,,,,,,,,,,,,,,,,,,
,23/19,23/22,,23/19,23/22,,23/19,23/22,,23/19,23/22,,23/19,23/22,,,,,,,,,,,,
AE,-0.06290773532152838,0.05786428195686488,,-0.2068965517241379,-0.061224489795918324,,-0.13068181818181823,-0.09467455621301779,,-0.08006482982171803,0.0613313388182497,,-0.15365489806066635,-0.11257471660966722,,,,,,,,,,,,
Arruamento,-0.03715890146529788,0.06637189640930963,,-0.12101910828025475,-0.061224489795918324,,0.04878048780487809,0.08754863813229563,,-0.06627120565232181,0.06572081590409251,,-0.08709662159475673,-0.11965467829269594,,,,,,,,,,,,
EM,-0.05322338830584705,0.012019230769230838,,-0.09999999999999998,-0.2894736842105263,,-0.16265060240963858,-0.04137931034482756,,-0.08017402113113736,0.054131054131054235,,-0.04940617577197148,-0.29791223902987873,,,,,,,,,,,,
EN,0.09337727558066544,0.11329498242249914,,0.09859154929577474,0.061224489795918435,,0.2962328767123288,0.1646153846153846,,0.052159146045609006,0.11376476630713928,,0.004768961118512438,-0.046771514691709815,,,,,,,,,,,,
ER,-0.22570532915360497,0.16509433962264142,,0.25,1.5,,0.26086956521739135,0.5263157894736843,,-0.27511961722488043,0.13909774436090228,,0.6143724696356276,1.145748987854251,,,,,,,,,,,,
IC,-0.1428571428571429,-0.05909090909090908,,0.34615384615384626,-0.05405405405405406,,-0.17441860465116277,-0.15476190476190477,,-0.13033175355450233,-0.04840103716508215,,0.5705128205128207,0.005353179266222918,,,,,,,,,,,,
IP,-0.1711026615969582,-0.11020408163265305,,-0.125,0.3999999999999999,,0,0.11538461538461542,,-0.2292263610315186,-0.18237082066869303,,0.05561926605504608,0.573394495412844,,,,,,,,,,,,
Outras*,-0.011258278145695355,0.02050580997949414,,0.10810810810810811,0.3666666666666667,,-0.17543859649122806,0.15573770491803285,,-0.04761904761904767,0.018799272286234014,,0.12072554805307645,0.33920517972761766,,,,,,,,,,,,
Total,-0.02044588841586381,0.06667073319507133,,-0.014767932489451518,0.010822510822510845,,0.05910473707083885,0.08649130628622381,,-0.04962733206795977,0.0676617432910338,,0.005796469903260437,-0.052357508868059344,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
