,,FERIDOS LEVES,,,,,,,,,,,,,
,,<=14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,>=65,N.D.,TOTAL
Peões,2012,739,383,244,171,180,201,237,290,307,294,337,1298,8,4689
,2013,723,421,272,203,210,210,258,266,323,292,346,1396,4,4924
,13-12,-16,38,28,32,30,9,21,-24,16,-2,9,98,-4,235
Veíc. Ligeiros *,2012,1476,1430,2917,2411,2351,2198,1811,1755,1504,1342,1096,2719,30,23040
,2013,1473,1299,2850,2376,2289,2214,1972,1688,1594,1329,1081,3000,52,23217
,13-12,-3,-131,-67,-35,-62,16,161,-67,90,-13,-15,281,22,177
Veíc. Pesados *,2012,25,21,25,31,41,66,69,54,68,49,39,58,2,548
,2013,48,20,31,40,45,62,63,55,69,49,47,78,1,608
,13-12,23,-1,6,9,4,-4,-6,1,1,0,8,20,-1,60
Velocípedes *,2012,154,129,79,87,102,114,110,122,105,89,73,158,4,1326
,2013,163,208,99,96,130,160,125,125,108,83,105,194,3,1599
,13-12,9,79,20,9,28,46,15,3,3,-6,32,36,-1,273
Ciclomotores *,2012,36,311,178,114,128,201,249,270,218,193,158,513,3,2572
,2013,27,287,144,118,142,213,239,269,262,211,184,516,3,2615
,13-12,-9,-24,-34,4,14,12,-10,-1,44,18,26,3,0,43
Motociclos *,2012,28,344,364,486,496,534,395,245,181,122,92,101,2,3390
,2013,37,313,371,504,491,506,387,283,189,122,101,116,2,3422
,13-12,9,-31,7,18,-5,-28,-8,38,8,0,9,15,0,32
Outros,2012,16,28,42,41,29,31,39,39,46,32,45,206,2,596
,2013,9,22,19,23,16,15,22,35,31,24,22,184,0,422
,13-12,-7,-6,-23,-18,-13,-16,-17,-4,-15,-8,-23,-22,-2,-174
N.D.,2012,-,-,-,-,1,-,1,-,-,1,-,-,-,3
,2013,-,-,-,-,0,-,0,-,-,0,-,-,-,0
,13-12,-,-,-,-,-1,-,-1,-,-,-1,-,-,-,-3
TOTAL,2012,2474,2646,3849,3341,3328,3345,2911,2775,2429,2122,1840,5053,51,36164
,2013,2480,2570,3786,3360,3323,3380,3066,2721,2576,2110,1886,5484,65,36807
,13-12,6,-76,-63,19,-5,35,155,-54,147,-12,46,431,14,643
