Vítimas mortais segundo o distrito
"96
89
85
80
2012
64
53 52 52 55 56 57 2013
50
46
44
41
37
33 32
30 29
24 24 25 26
20 21 19
15 14 16 15 14
11 11 11
8
oletsaC
ocnarB
açnagarB arbmioC ergelatroP mératnaS od laeR
oletsaC adrauG labúteS
orievA ajeB agarB arovÉ oraF airieL aobsiL otroP anaiV aliV uesiV"
