,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 25. Infrações por excesso de velocidade,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-setembro,N.º de veículos fiscalizados por radar,,,Total de infrações,,,,,,,,,,,,,,,,,,,,,,
Entidade fiscalizadora,2024,2025,∆(%) 25/24,2024,2025,∆(%) 25/24,,,,,,,,,,,,,,,,,,,,
,,,,"N.º infrações
Tx. Infração",,N.º infrações,Tx. Infração,,,,,,,,,,,,,,,,,,,
ANSR,182233876,222929721,0.22331657479534694,460765,422885,-0.08221110544420696,,,,,,,,,,,,,,,,,,,,
,,,,0.0025284267124955407,0.0018969431177819488,,-0.2497535687282475,,,,,,,,,,,,,,,,,,,
GNR,3170383,11686206,2.6860549655987938,55226,66131,0.19746134067287158,,,,,,,,,,,,,,,,,,,,
,,,,0.01741934649536034,0.005658893913045859,,-0.6751374160590289,,,,,,,,,,,,,,,,,,,
PSP,1658573,1840806,0.10987336704504425,22919,32404,0.41384877176142076,,,,,,,,,,,,,,,,,,,,
,,,,0.013818505426049984,0.01760315861638869,,0.27388296155415337,,,,,,,,,,,,,,,,,,,
PML (1),462611,910258,0.9676531686449306,121629,155433,0.27792713908689537,,,,,,,,,,,,,,,,,,,,
,,,,0.008810713548615895,0.010995562205768477,,0.24797635799836068,,,,,,,,,,,,,,,,,,,
,187525443,237366991,0.2657855233009634,660539,676853,0.02469801177523201,,,,,,,,,,,,,,,,,,,,
Total (2),,,,0.0028917887177493436,0.002233420924336254,,-0.2276680137010466,,,,,,,,,,,,,,,,,,,
"(1) Na PML, os veículos fiscalizados por radar fixo correspondem ao número de infrações, pelo que a taxa de infração apenas inclui radares móveis",,,,,,,,,,,,,,,,,,,,,,,,,,
(2) Taxa de infração global: sem radares fixos PML (fiscalização e infrações),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
