,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 9. Sinistralidade em Portugal por natureza,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-setembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,2019,2024,2025,2019,2024,2025,2019,2024,2025,2019,2024,2025,2019,2024,2025,,,,,,,,,,,
Atropelamento,3858,3593,3535,50,50,27,360,323,277,3831,3557,3535,1.2960082944530846,1.391594767603674,0.7637906647807639,,,,,,,,,,,
Colisão,14561,15136,15581,151,158,157,843,979,1032,19392,19244,19708,1.037016688414257,1.0438689217758985,1.0076375072203325,,,,,,,,,,,
Despiste,9051,9527,9859,198,164,153,743,787,852,10079,10245,10733,2.1876035797149487,1.7214233231867322,1.5518815295668933,,,,,,,,,,,
Total,27470,28256,28975,399,372,337,1946,2089,2161,33302,33046,33976,1.4524936294139061,1.3165345413363534,1.163071613459879,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quadro 10. Sinistralidade em Portugal por natureza, taxas de variação",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-setembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,∆ (%) ,,,,,,,,,,,,,,,,,,,,,,,,,
,25/19,25/24,,25/19,25/24,,25/19,25/24,,25/19,25/24,,25/19,25/24,,,,,,,,,,,,
Atropelamento,-0.08372213582166921,-0.01614249930420264,,-0.45999999999999996,-0.45999999999999996,,-0.2305555555555555,-0.14241486068111453,,-0.07726442182197857,-0.0061849873488895035,,-0.4106591230551627,-0.45114002828854316,,,,,,,,,,,,
Colisão,0.07005013391937376,0.02940010570824514,,0.039735099337748325,-0.006329113924050667,,0.2241992882562278,0.054136874361593534,,0.016295379537953902,0.024111411348991973,,-0.028330480620181175,-0.03470877789323079,,,,,,,,,,,,
Despiste,0.0892719036570544,0.0348483258108534,,-0.2272727272727273,-0.06707317073170727,,0.14670255720053826,0.082592121982211,,0.06488738962198637,0.047632991703269845,,-0.29060203413586105,-0.09848930901318331,,,,,,,,,,,,
Total,0.054787040407717535,0.025445922989807412,,-0.15538847117794485,-0.09408602150537637,,0.11048304213771831,0.03446625179511731,,0.020239024683202267,0.02814258911819878,,-0.19925871624704572,-0.11656581962574353,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
