,,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
"REGIÃO
NORTE","Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","708
53
14
14
46
885","722
56
10
10
54
876","751
75
17
18
75
916","776
75
22
25
65
1014","728
51
15
15
43
953","763
56
16
17
50
981","824
62
12
14
57
1054","804
82
21
24
74
1029","784
49
10
10
45
995","914
53
9
9
52
1119","864
65
19
20
53
1079","902
73
20
21
65
1170","9540
750
185
197
679
12071"
Braga,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","206
15
3
3
16
242","169
17
1
1
18
194","226
27
4
4
28
264","227
21
7
7
16
332","187
17
4
4
15
241","175
14
4
4
11
218","242
22
3
4
22
323","227
25
7
9
24
292","225
12
3
3
11
287","252
23
5
5
22
297","263
34
9
9
27
313","254
22
2
3
23
339","2653
249
52
56
233
3342"
Bragança,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","17
3
1
1
2
14","26
9
0
0
10
23","34
6
2
3
4
57","26
6
2
2
7
27","45
4
1
1
4
60","40
4
2
3
2
61","33
8
0
0
8
39","54
14
3
3
12
68","19
4
0
0
5
23","27
1
0
0
1
35","27
0
0
0
0
37","34
5
3
3
2
40","382
64
14
16
57
484"
Porto,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","393
23
6
6
20
524","446
26
8
8
23
555","391
33
9
9
34
475","433
41
9
12
37
548","394
22
6
6
18
516","431
25
4
4
28
554","416
22
7
8
16
519","396
32
7
7
29
519","427
27
6
6
24
550","511
20
2
2
22
633","467
23
8
9
17
595","491
31
10
10
23
638","5196
325
82
87
291
6626"
V.Castelo,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","50
6
3
3
3
60","48
0
0
0
0
66","58
4
2
2
2
69","58
7
4
4
5
66","57
6
3
3
4
64","57
5
3
3
4
67","88
6
2
2
5
117","74
5
2
2
4
87","63
2
1
1
1
78","75
7
2
2
5
89","64
6
2
2
7
77","81
4
4
11
106","773
54
28
28
51
946"
V.Real,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","42
6
1
5
1
5","33
4
1
3
1
3","42
5
0
5
0
7","32
0
0
0
0
0","45
2
1
1
1
2","60
8
3
5
3
5","45
4
0
4
0
6","53
6
2
4
3
5","50
4
0
4
0
4","49
2
0
2
0
2","43
2
0
2
0
2","42
7
1
6
1
6","536
50
9
41
10
47"
