,,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
"REGIÃO
ALENTEJO","Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","114
12
6
7
6
142","102
17
4
6
18
117","97
12
2
2
10
129","94
5
3
5
4
132","94
10
3
3
7
121","121
22
5
5
21
140","141
22
7
7
22
177","128
21
9
11
25
151","111
24
9
10
18
129","146
15
5
5
15
179","127
19
6
6
19
143","125
16
7
8
15
150","1400
195
66
75
180
1710"
Beja,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","37
5
2
2
3
51","38
5
1
1
6
43","36
4
1
1
3
46","38
3
2
4
2
53","32
4
2
2
2
47","49
9
3
3
7
53","58
11
3
3
13
70","51
7
2
3
11
71","42
7
6
7
2
53","44
5
2
2
4
57","42
7
1
1
7
45","46
7
4
5
8
60","513
74
29
34
68
649"
Évora,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","48
3
2
3
1
57","39
7
3
5
6
48","41
2
0
0
2
64","39
2
1
1
2
58","37
2
0
0
2
49","38
7
2
2
8
42","58
7
4
4
5
71","48
8
4
5
9
50","38
6
2
2
5
46","62
8
2
2
9
74","55
9
3
3
11
60","49
7
2
2
6
54","552
68
25
29
66
673"
Portalegre,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","29
4
2
2
2
34","25
5
0
0
6
26","20
6
1
1
5
19","17
0
0
0
0
21","25
4
1
1
3
25","34
6
0
0
6
45","25
4
0
0
4
36","29
6
3
3
5
30","31
11
1
1
11
30","40
2
1
1
2
48","30
3
2
2
1
38","30
2
1
1
1
36","335
53
12
12
46
388"
