,,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
"REGIÃO
CENTRO","Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","716
63
13
13
57
846","728
53
12
12
52
896","790
62
18
23
56
963","728
63
20
20
61
864","747
59
16
17
50
934","788
62
18
18
55
928","863
72
22
22
70
1087","945
72
22
24
67
1252","861
82
23
25
73
1025","887
85
19
19
79
1093","808
75
18
21
76
989","800
67
22
23
56
986","9661
815
223
237
752
11863"
Aveiro,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","237
20
3
3
18
268","248
15
4
4
13
289","242
14
4
5
14
286","227
22
11
11
14
262","221
17
4
4
16
289","229
23
8
8
18
253","258
17
9
9
21
311","277
17
4
4
16
378","271
20
5
5
19
318","245
18
5
5
15
289","234
11
3
5
15
295","246
25
6
6
24
288","2935
219
66
69
203
3526"
"Castelo
Branco","Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","36
6
0
0
6
47","48
9
2
2
8
58","34
3
2
2
1
40","49
8
2
2
6
50","45
4
2
2
2
53","47
2
1
1
3
56","59
10
1
1
12
75","75
9
1
1
8
86","49
13
4
4
11
48","50
15
0
0
17
53","39
7
0
0
7
38","45
8
2
2
6
52","576
94
17
17
87
656"
Coimbra,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","133
15
5
5
13
158","146
5
2
2
4
178","155
10
3
3
7
184","149
7
1
1
9
192","149
11
6
6
6
183","163
9
1
1
8
196","177
12
4
4
9
236","174
10
6
6
8
226","167
8
5
6
3
202","190
12
5
5
11
254","167
14
6
6
11
210","164
8
4
4
4
211","1934
121
48
49
93
2430"
Guarda,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","45
3
1
1
2
57","35
5
0
0
6
42","41
6
2
3
7
56","33
1
0
0
1
44","34
3
0
0
3
39","47
2
1
1
1
56","41
8
2
2
7
43","51
3
0
0
5
72","39
8
3
3
7
39","41
9
2
2
8
60","35
7
1
1
7
42","51
3
2
3
4
65","493
58
14
16
58
615"
Leiria,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","166
12
3
3
10
196","151
11
2
2
13
185","189
17
5
8
16
227","172
12
4
4
14
195","183
16
2
2
17
233","187
14
5
5
15
234","226
15
3
3
14
290","226
23
9
11
21
293","197
15
2
3
15
245","229
23
4
4
23
288","186
22
6
7
19
216","175
16
5
5
12
212","2287
196
50
57
189
2814"
Viseu,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","99
7
1
1
8
120","100
8
2
2
8
144","129
12
2
2
11
170","98
13
2
2
17
121","115
8
2
3
6
137","115
12
2
2
10
133","102
10
3
3
7
132","142
10
2
2
9
197","138
18
4
4
18
173","132
8
3
3
5
149","147
14
2
2
17
188","119
7
3
3
6
158","1436
127
28
29
122
1822"
