,,,,,,,,,,,,,,,,,,,,,,Feminino,,,,
,,,,,,,,,,,,,,,,,,,,,,Masculino,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1872,,2129,,2306,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1828,,1593,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1313,,,,,,,,,,,,,
,,,,,,,,,,,,,,,906,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,4492,,4692,,4814,,4057,,,,,,,,649,,,,,,,,,
,,,,,,,,,,,,,,,,,,,392,,,,,,,
,,,,,,,,,,,3639,,3359,,2880,,2444,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1809,,,,,,,,,,,,,,,,,,2004,,1542,,,1238,,1384
198,,,,,,,,,,,,,,,,,,,,,,,,,,
