,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2007 2008,2007 2008,2007 2008,2007 2008
"Dentro das localidades
Arruamento
Estrada Nacional
Estrada Municipal
IC/IP
Outra Via(1)","87 90
54 48
24 31
4 5
3 1
2 5","535 477
410 392
98 71
23 11
1 0
3 3","5328 4944
4795 4462
359 330
148 87
7 9
19 56","5950 5511
5259 4902
481 432
175 103
11 10
24 64"
"Fora das localidades
Auto-Estrada
Estrada Nacional
Estrada Municipal
IC/IP
Outra Via(1)","50 46
14 9
25 22
5 7
5 7
1 1","84 52
9 6
41 25
21 7
8 6
5 8","242 203
18 16
117 94
81 53
16 13
10 27","376 301
41 31
183 141
107 67
29 26
16 36"
"Total
Auto-Estrada
Arruamento
Estrada Nacional
Estrada Municipal
IC/IP
Outra Via(1)","137 136
14 9
54 48
49 53
9 12
8 8
3 6","619 529
9 6
410 392
139 96
44 18
9 6
8 11","5570 5147
18 16
4795 4462
476 424
229 140
23 22
29 83","6326 5812
41 31
5259 4902
664 573
282 170
40 36
40 100"
