,"Acidentes c/
vítimas","Vítimas
mortais","Feridos
graves",Feridos leves,"Total de
vítimas","Índice de
gravidade"
,2007 2008,2007 2008,2007 2008,2007 2008,2007 2008,2007 2008
"Atropelamento
Atrop. com fuga
Atrop. de animais
Atrop. de peões","5853 5412
412 426
64 61
5377 4925","135 127
8 13
0 1
127 113","613 513
33 26
7 2
573 485","5584 5179
384 400
62 67
5138 4712","6332 5819
425 439
69 70
5838 5310","2,3 2,3
1,9 3,1
0,0 1,6
2,4 2,3"
"Colisão
Choque em cadeia
Colisão com fuga
Outras situações
Col. c/ veic./obst.
na faixa rodagem
Colisão frontal
Colisão lateral
Colisão traseira","18521 17380
544 540
350 351
1008 1089
1308 1133
4035 3744
7484 6941
3792 3582","369 317
3 2
4 4
18 22
19 20
151 123
109 98
65 48","1504 1204
8 20
22 15
63 69
82 90
647 493
522 379
160 138","24799 23284
869 804
402 402
1266 1378
1664 1435
6092 5578
9535 8988
4971 4699","26672 24805
880 826
428 421
1347 1469
1765 1545
6890 6194
10166 9465
5196 4885","2,0 1,8
0,6 0,4
1,1 1,1
1,8 2,0
1,5 1,8
3,7 3,3
1,5 1,4
1,7 1,3"
"Despiste
C/ capotamento
C/ colisão c/ veíc.
imobil. / obstáculo
C/ transposição
separador central
C/ fuga
C/ transp. disp. de
retenção lateral
Simples","10937 10821
2729 2595
1565 1462
1050 1141
70 81
339 324
5184 5218","350 332
115 120
69 47
14 40
3 0
28 20
121 105","999 889
266 250
173 174
72 92
6 8
45 34
437 331","12819 12864
3522 3263
1806 1751
1215 1302
86 101
397 403
5793 6044","14168 14085
3903 3633
2048 1972
1301 1434
95 109
470 457
6351 6480","3,2 3,1
4,2 4,6
4,4 3,2
1,3 3,5
4,3 0,0
8,3 6,2
2,3 2,0"
Total,35311 33613,854 776,3116 2606,43202 41327,47172 44709,"2,4 2,3"
