REGIÃO DO ALGARVE,"Acidentes
com vítimas",Mortos,"Feridos
graves",Feridos leves,Total vítimas
"Faro
Dentro Localidade
Fora Localidade","1979
1005
974","46
12
34","187
83
104","2322
1115
1207","2555
1210
1345"
