,Feridos leves,,,,,,,Total de vítimas,,,,,,
,Peões,Ligeiro*,Pesado,Ciclom*,Motoc*,Veloc*.,"Total
(1)",Peões,Ligeiro*,Pesado,Ciclom*,Motoc*,Veloc*.,"Total
(1)"
"REGIÃO
ALENTEJO
Beja
Évora
Portalegre","153
54
64
35","1251
474
482
295","36
15
13
8","136
46
63
27","94
43
34
17","27
12
12
3","1710
649
673
388","169
60
69
40","1415
537
550
328","42
18
15
9","157
54
73
30","127
57
42
28","36
17
14
5","1965
751
768
446"
