,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2007 2008,2007 2008,2007 2008,2007 2008
"Dentro das localidades
Janeiro
Fevereiro
Março
Abril
Maio
Junho
Julho
Agosto
Setembro
Outubro
Novembro
Dezembro","87 90
8 11
8 5
6 7
8 1
3 9
4 7
3 5
8 9
12 8
7 5
16 10
4 13","535 477
34 37
45 33
49 39
57 41
47 36
41 39
35 36
35 44
48 31
49 49
50 50
45 42","5328 4944
445 428
450 390
435 387
389 363
435 341
408 387
466 397
402 340
399 418
512 506
527 510
460 477","5950 5511
487 476
503 428
490 433
454 405
485 386
453 433
504 438
445 393
459 457
568 560
593 570
509 532"
"Fora das localidades
Janeiro
Fevereiro
Março
Abril
Maio
Junho
Julho
Agosto
Setembro
Outubro
Novembro
Dezembro","50 46
5 3
7 1
2 1
2 5
3 4
4 1
3
2 4
4 6
6 8
5 9
7 4","84 52
7 3
8 3
11 4
4 4
9 5
4 4
7 2
6 5
2 4
8 7
12 8
6 3","242 203
19 15
22 16
25 23
15 11
14 15
19 19
25 22
21 19
17 17
23 22
23 16
19 8","376 301
31 21
37 20
38 28
21 20
26 24
27 24
35 24
29 28
23 27
37 37
40 33
32 15"
"Total
Janeiro
Fevereiro
Março
Abril
Maio
Junho
Julho
Agosto
Setembro
Outubro
Novembro
Dezembro","137 136
13 14
15 6
8 8
10 6
6 13
8 8
6 5
10 13
16 14
13 13
21 19
11 17","619 529
41 40
53 36
60 43
61 45
56 41
45 43
42 38
41 49
50 35
57 56
62 58
51 45","5570 5147
464 443
472 406
460 410
404 374
449 356
427 406
491 419
423 359
416 435
535 528
550 526
479 485","6326 5812
518 497
540 448
528 461
475 425
511 410
480 457
539 462
474 421
482 484
605 597
633 603
541 547"
