REGIÃO DO ALGARVE,,"Acidentes c/
vítimas",Mortos,"Feridos
graves",Feridos leves,Total vítimas
Faro,"Atropelamentos
Colisões
Despistes
Total","292
1030
657
1979","8
19
19
46","33
92
62
187","266
1302
754
2322","307
1413
835
2555"
