,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2007 2008,2007 2008,2007 2008,2007 2008
"Dentro das localidades(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","87 90
0 2
13 12
0 1
13 6
10 7
1 1
21 30
0 1
8 10
10 12
6 5
4 1","535 476
7 10
135 142
10 12
57 45
72 51
5 5
91 82
3 5
66 68
44 35
22 11
15 10","5328 4941
110 93
1821 1798
121 73
479 370
701 582
48 43
675 676
28 38
623 572
436 422
190 182
72 80","5950 5511
117 105
1969 1952
131 86
549 421
783 640
54 49
787 788
31 44
697 650
490 469
218 198
91 91"
"Fora das localidades(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","50 46
4 0
0 1
0 0
6 3
0 1
0 1
19 17
1 5
7 2
5 7
7 5
1 2","84 52
1 0
5 3
1 0
10 9
3 0
1 1
25 21
4 5
18 2
8 5
5 3
2 2","242 203
6 6
13 12
0 0
32 24
9 1
10 3
61 51
11 12
19 27
38 30
23 18
16 17","376 301
11 6
18 16
1 0
48 36
12 2
11 5
105 89
16 22
44 31
51 42
35 26
19 21"
"Total(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","137 136
4 2
13 13
0 1
19 9
10 8
1 2
40 47
1 6
15 12
15 19
13 10
5 3","619 529
8 10
140 145
11 12
67 54
75 51
6 6
116 103
7 10
84 70
52 40
27 14
17 12","5570 5147
116 99
1834 1810
121 73
511 394
710 583
58 46
736 727
39 50
642 599
474 452
213 200
88 97","6326 5812
128 111
1987 1968
132 86
597 457
795 642
65 54
892 877
47 66
741 681
541 511
253 224
110 112"
