,"Vítimas mortais
(M)","Feridos graves
(FG)",Feridos leves,"Total de vítimas
(V)","M e FG por 100
vítimas em 2008"
,2007 2008,2007 2008,2007 2008,2007 2008,M/V FG/V
"Peões
Veíc.ligeiros*
Veíc. Pesados*
Velocípedes*
Ciclomotores*
Motociclos*
Outros*","137 136
432 393
35 17
30 37
62 62
127 102
31 29","619 529
1497 1264
52 41
98 105
362 263
446 371
42 33","5570 5147
27575 27000
829 802
1290 1233
4132 3581
3531 3325
275 239","6326 5812
29504 28657
916 860
1418 1375
4556 3906
4104 3798
348 301","2 9
1 4
2 5
3 8
2 7
3 10
10 11"
Total,854 776,3116 2606,43202 41327,47172 44709,2 6
