REGIÃO DO ALGARVE,,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
Faro,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","132
8
0
0
9
149","119
11
3
4
11
140","149
15
4
4
11
164","170
9
1
1
9
208","171
13
2
2
13
207","172
18
4
4
14
205","228
25
5
5
28
285","212
18
3
3
19
262","191
17
4
4
14
220","142
16
5
5
15
169","152
31
10
11
24
156","141
18
3
3
20
157","1979
199
44
46
187
2322"
