REGIÃO DO ALGARVE,,Mortos,Feridos graves,Feridos leves,Total vítimas
Faro,"Peões
Ligeiros*
Pesados*
Ciclomotores*
Motociclos*
Velocípedes*
Total (1)","9
19
2
3
8
3
46","35
84
0
21
37
9
187","263
1366
20
312
219
130
2322","307
1469
22
336
264
142
2555"
