,,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
"REGIÃO DE
LISBOA E
VALE TEJO","Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","818
69
16
17
67
976","859
61
20
21
54
1059","873
67
14
17
60
1042","934
81
16
18
79
1114","888
61
16
18
53
1072","863
75
11
12
73
1055","939
73
14
14
68
1140","907
98
27
28
84
1129","917
71
22
22
59
1101","1071
70
12
13
73
1287","1029
83
21
27
80
1226","935
61
14
14
58
1160","11033
870
203
221
808
13361"
Lisboa,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","497
39
7
7
40
573","548
39
11
11
39
671","530
33
5
5
30
630","567
40
8
9
39
670","554
35
8
9
31
651","519
34
4
4
34
623","567
33
6
6
27
677","540
47
11
11
41
665","548
35
12
12
29
634","666
29
5
5
28
795","631
40
8
9
41
738","563
23
5
5
22
702","6730
427
90
93
401
8029"
Santarém,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","139
15
3
3
15
176","151
11
4
5
8
198","153
18
5
8
17
168","161
20
4
5
21
203","151
15
3
4
16
204","148
27
4
4
27
174","162
22
3
3
21
175","163
24
8
8
21
202","156
15
3
3
13
199","166
13
1
1
16
212","168
20
5
5
18
200","165
22
2
2
24
208","1883
222
45
51
217
2319"
Setúbal,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","182
15
6
7
12
227","160
11
5
5
7
190","190
16
4
4
13
244","206
21
4
4
19
241","183
11
5
5
6
217","196
14
3
4
12
258","210
18
5
5
20
288","204
27
8
9
22
262","213
21
7
7
17
268","239
28
6
7
29
280","230
23
8
13
21
288","207
16
7
7
12
250","2420
221
68
77
190
3013"
