,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2007 2008,2007 2008,2007 2008,2007 2008
"Jan
Fev
Mar
Abr
Mai
Jun
Jul
Ago
Set
Out
Nov
Dez","15 5
5 13
21 17
10 13
11 9
10 10
18 10
25 20
11 14
14 10
29 18
17 9","38 31
46 45
75 49
61 52
66 36
61 41
61 77
83 68
54 39
74 52
50 55
56 42","861 799
852 893
877 895
1029 945
991 994
1060 963
1329 1111
1406 1334
1087 966
944 1026
1058 1026
1094 1073","914 835
903 951
973 961
1100 1010
1068 1039
1131 1014
1408 1198
1514 1422
1152 1019
1032 1088
1137 1099
1167 1124"
Total,186 148,725 587,12588 12025,13499 12760
