,"Vítimas mortais
(M)","Feridos graves
(FG)",Feridos leves,"Total de vítimas
(V)","M e FG por 100
vítimas em 2008"
,2007 2008,2007 2008,2007 2008,2007 2008,M/V FG/V
"Condutores
Passageiros
Peões","531 492
186 148
137 136","1772 1490
725 587
619 529","25044 24155
12588 12025
5570 5147","27347 26137
13499 12760
6326 5812","2 6
1 5
2 9"
Total,854 776,3116 2606,43202 41327,47172 44709,2 6
