REGIÃO DO ALGARVE,,Mortos,Feridos graves,Feridos leves,Total vítimas
Faro,"Peões
Ligeiros*
Pesados*
Ciclomotores*
Motociclos*
Velocípedes*
Total (1)","6
30
1
7
16
7
72","43
146
2
33
40
12
277","328
1396
21
394
281
121
2550","377
1572
24
434
337
140
2899"
