,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"Segunda
Terça
Quarta
Quinta
Sexta
Sábado
Domingo","73 71
63 55
62 76
79 67
94 66
89 102
91 94","248 251
249 193
262 225
273 231
302 262
352 319
328 291","3632 3602
3395 3431
3591 3695
3527 3414
3883 3779
3760 3708
3294 3415","3953 3924
3707 3679
3915 3996
3879 3712
4279 4107
4201 4129
3713 3800"
Total,551 531,2014 1772,25082 25044,27647 27347
