,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"REGIÃO DE
LISBOA
E VALE TEJO
Lisboa
Santarém
Setúbal","237 267
102 105
51 69
84 93","1151 988
678 484
225 254
248 250","14404 14207
8435 8251
2505 2639
3464 3317","15792 15462
9215 8840
2781 2962
3796 3660"
