,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"Abertura de porta
Ausência de luzes quando obrigatórias
Circulação afastada berma ou passeio
Desrespeito da sinalização semafórica
Desrespeito da sinalização vertical
Desrespeito distâncias de segurança
Desrespeito das marcas rodoviárias
Encandeamento
Falha mecânica do veículo
Manobra irregular
Não definida
Não identificada
Não sinalização da manobra
Obstáculo imprevisto faixa de rodagem
Queda de carga ou objecto
Rebentamento de pneumático
Veloc. exc. para condições existentes","0 0
2 3
4 3
3 4
21 21
1 5
4 3
1 0
2 2
28 21
36 27
266 290
1 0
3 1
1 0
0 1
178 150","0 0
8 5
14 14
14 13
101 62
19 11
43 26
12 6
4 2
120 88
213 173
916 926
6 7
22 20
2 0
6 10
514 409","5 11
31 25
131 119
133 112
956 897
407 447
168 150
160 160
126 142
1123 1050
3527 3652
12137 12919
92 81
500 473
18 10
152 151
5416 4645","5 11
41 33
149 136
150 129
1078 980
427 463
215 179
173 166
132 146
1271 1159
3776 3852
13319 14135
99 88
525 494
21 10
158 162
6108 5204"
Total,551 531,2014 1772,25082 25044,27647 27347
