,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"Dentro das localidades
Segunda-feira
Terça-feira
Quarta-feira
Quinta-feira
Sexta-feira
Sábado
Domingo","88 87
16 10
10 8
12 13
11 13
14 16
15 13
10 14","548 535
83 69
76 76
72 82
91 85
106 95
57 70
63 58","5360 5328
821 811
827 839
825 824
877 817
907 952
641 632
462 453","5996 5950
920 890
913 923
909 919
979 915
1027 1063
713 715
535 525"
"Fora das localidades
Segunda-feira
Terça-feira
Quarta-feira
Quinta-feira
Sexta-feira
Sábado
Domingo","49 50
8 5
6 8
8 7
9 6
5 5
5 5
8 14","69 84
12 8
8 13
10 11
10 7
12 15
11 15
6 15","252 242
44 26
31 22
37 37
39 49
37 34
33 34
31 40","370 376
64 39
45 43
55 55
58 62
54 54
49 54
45 69"
"Total
Segunda-feira
Terça-feira
Quarta-feira
Quinta-feira
Sexta-feira
Sábado
Domingo","137 137
24 15
16 16
20 20
20 19
19 21
20 18
18 28","617 619
95 77
84 89
82 93
101 92
118 110
68 85
69 73","5612 5570
865 837
858 861
862 861
916 866
944 986
674 666
493 493","6366 6326
984 929
958 966
964 974
1037 977
1081 1117
762 769
580 594"
