,,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
"REGIÃO
ALENTEJO","Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","106
22
4
6
27
110","117
21
4
5
19
138","108
18
3
3
18
127","102
12
3
4
13
117","125
23
6
6
21
141","134
22
2
2
28
182","136
22
4
4
20
163","149
22
3
5
30
189","121
17
3
3
14
162","134
20
2
2
20
155","120
27
7
9
27
131","138
28
6
9
27
179","1490
254
47
58
264
1794"
Beja,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","37
10
2
2
12
35","34
9
1
1
8
36","35
5
0
0
6
40","42
4
0
0
4
44","43
10
3
3
11
57","52
11
1
1
18
94","61
11
1
1
11
70","78
10
2
4
16
110","51
11
1
1
10
64","47
6
1
1
5
49","41
10
3
4
11
46","54
16
4
7
16
79","575
113
19
25
128
724"
Évora,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","40
6
1
1
5
45","56
6
1
1
6
76","51
8
2
2
7
62","38
6
2
3
7
51","47
5
2
2
3
51","49
5
0
0
5
53","53
9
3
3
7
65","47
9
1
1
11
48","38
2
1
1
1
60","61
6
0
0
6
75","56
12
4
5
11
60","45
7
1
1
7
55","581
81
18
20
76
701"
Portalegre,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","29
6
1
3
10
30","27
6
2
3
5
26","22
5
1
1
5
25","22
2
1
1
2
22","35
8
1
1
7
33","33
6
1
1
5
35","22
2
0
0
2
28","24
3
0
0
3
31","32
4
1
1
3
38","26
8
1
1
9
31","23
5
0
0
5
25","39
5
1
1
4
45","334
60
10
13
60
369"
