REGIÃO DO ALGARVE,,"Acidentes c/
vítimas",Mortos,"Feridos
graves",Feridos leves,Total vítimas
Faro,"Atropelamentos
Colisões
Despistes
Total","357
1151
748
2256","6
39
27
72","45
144
88
277","327
1400
823
2550","378
1583
938
2899"
