,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"Jan
Fev
Mar
Abr
Mai
Jun
Jul
Ago
Set
Out
Nov
Dez","14 15
9 5
8 21
9 10
11 11
12 10
19 18
20 25
14 11
13 14
16 29
17 17","72 38
67 46
54 75
79 61
68 66
60 61
79 61
108 83
67 54
72 74
63 50
63 56","963 861
835 852
887 877
1066 1029
945 991
1112 1060
1299 1329
1511 1406
1114 1087
1183 944
955 1058
1090 1094","1049 914
911 903
949 973
1154 1100
1024 1068
1184 1131
1397 1408
1639 1514
1195 1152
1268 1032
1034 1137
1170 1167"
Total,162 186,852 725,12960 12588,13974 13499
