,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"Dentro das localidades(1)
Dia
Noite
Aurora ou crepúsculo","88 87
47 47
37 37
4 3","548 535
361 364
167 154
17 15","5360 5328
3981 3991
1225 1167
133 129","5996 5950
4389 4402
1429 1358
154 147"
"Fora das localidades(1)
Dia
Noite
Aurora ou crepúsculo","49 50
17 18
30 31
1 1","69 84
36 36
33 44
0 4","252 242
153 150
85 85
13 7","370 376
206 204
148 160
14 12"
"Total(1)
Dia
Noite
Aurora ou crepúsculo","137 137
64 65
67 68
5 4","617 619
397 400
200 198
17 19","5612 5570
4134 4141
1310 1252
146 136","6366 6326
4595 4606
1577 1518
168 159"
