,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"00-03
03-06
06-09
09-12
12-15
15-18
18-21
21-24","23 30
27 17
23 24
11 12
16 14
26 30
19 42
17 17","95 85
73 52
111 93
85 59
114 81
150 133
127 112
97 110","855 848
539 513
1397 1245
1714 1775
1958 1910
2720 2646
2423 2349
1354 1302","973 963
639 582
1531 1362
1810 1846
2088 2005
2896 2809
2569 2503
1468 1429"
Total,162 186,852 725,12960 12588,13974 13499
