,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"Dia
Noite
Aurora ou crepúsculo","300 299
220 211
30 19","1222 1057
719 649
69 64","17587 17745
6709 6513
717 718","19109 19101
7648 7373
816 801"
Total(1),551 531,2014 1772,25082 25044,27647 27347
