,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"Com capacete/cinto segurança
Sem capacete/cinto segurança
Isentos
Não definidos","409 398
59 54
83 79
0 0","1761 1547
70 65
179 156
4 4","22954 22987
193 197
1883 1825
52 35","25124 24932
322 316
2145 2060
56 39"
Total,551 531,2014 1772,25082 25044,27647 27347
