,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"Dentro das localidades(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","88 87
3 0
12 13
1 0
11 13
12 10
1 1
20 21
1 0
9 8
8 10
5 6
3 4","548 535
6 7
145 135
10 10
71 57
83 72
4 5
80 91
0 3
72 66
49 44
11 22
10 15","5360 5328
112 110
1750 1821
98 121
449 479
731 701
43 48
707 675
26 28
724 623
389 436
187 190
79 72","5996 5950
121 117
1907 1969
109 131
531 549
826 783
48 54
807 787
27 31
805 697
446 490
203 218
92 91"
"Fora das localidades(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","49 50
1 4
0 0
0 0
7 6
2 0
0 0
23 19
0 1
4 7
5 5
4 7
2 1","69 84
4 1
3 5
0 1
8 10
3 3
0 1
18 25
5 4
12 18
12 8
3 5
1 2","252 242
15 6
21 13
2 0
26 32
6 9
11 10
48 61
12 11
19 19
51 38
18 23
17 16","370 376
20 11
24 18
2 1
41 48
11 12
11 11
89 105
17 16
35 44
68 51
25 35
20 19"
"Total(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","137 137
4 4
12 13
1 0
18 19
14 10
1 1
43 40
1 1
13 15
13 15
9 13
5 5","617 619
10 8
148 140
10 11
79 67
86 75
4 6
98 116
5 7
84 84
61 52
14 27
11 17","5612 5570
127 116
1771 1834
100 121
475 511
737 710
54 58
755 736
38 39
743 642
440 474
205 213
96 88","6366 6326
141 128
1931 1987
111 132
572 597
837 795
59 65
896 892
44 47
840 741
514 541
228 253
112 110"
