REGIÃO DO ALGARVE,,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
Faro,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","159
19
6
7
13
175","127
17
2
2
18
140","159
20
7
7
22
176","170
19
6
7
15
186","194
20
3
3
29
219","197
29
8
8
28
234","282
35
4
4
39
341","259
38
9
11
46
284","196
19
4
4
16
228","191
25
5
5
23
204","159
19
7
8
15
180","163
17
6
6
13
183","2256
277
67
72
277
2550"
