REGIÃO DO ALGARVE,"Acidentes
com vítimas",Mortos,"Feridos
graves",Feridos leves,Total vítimas
"Faro
Dentro Localidade
Fora Localidade","2256
1104
1152","72
18
54","277
96
181","2550
1198
1352","2899
1312
1587"
