,"Vítimas mortais
(M)","Feridos graves
(FG)",Feridos leves,Total de vítimas,"M e FG por 100
vítimas em 2007"
,2006 2007,2006 2007,2006 2007,2006 2007,M FG
"Condutores
Passageiros
Peões","551 531
162 186
137 137","2014 1772
852 725
617 619","25082 25044
12960 12588
5612 5570","27647 27347
13974 13499
6366 6326","1,9 6,5
1,4 5,4
2,2 9,8"
Total,850 854,3483 3116,43654 43202,47987 47172,"1,8 6,6"
