,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"Segunda
Terça
Quarta
Quinta
Sexta
Sábado
Domingo","17 43
18 23
12 7
13 18
15 26
41 32
46 37","79 99
104 78
90 78
101 76
103 100
144 145
231 149","1604 1658
1496 1471
1649 1516
1448 1373
1769 1646
2343 2379
2651 2545","1700 1800
1618 1572
1751 1601
1562 1467
1887 1772
2528 2556
2928 2731"
Total,162 186,852 725,12960 12588,13974 13499
