,,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
"REGIÃO
CENTRO","Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","699
47
12
16
45
837","687
60
17
18
51
811","758
74
24
25
76
890","838
82
14
14
91
1012","769
59
15
15
50
926","832
71
19
19
65
1028","980
96
28
29
89
1243","968
84
16
22
91
1228","854
78
20
22
78
1073","878
86
20
23
81
1025","894
70
19
33
67
1098","862
78
22
26
71
1075","10019
885
226
262
855
12246"
Aveiro,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","243
17
5
5
15
300","206
18
2
2
18
240","222
22
6
7
29
254","240
27
3
3
33
283","231
19
4
4
15
258","229
12
3
3
9
283","280
27
7
7
27
364","260
22
3
4
22
333","241
26
8
9
25
290","278
25
4
4
22
316","262
7
3
3
4
322","266
21
3
3
22
348","2958
243
51
54
241
3591"
"Castelo
Branco","Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","35
2
0
0
5
44","55
9
3
3
7
58","46
6
3
3
5
43","67
11
0
0
11
83","45
4
0
0
5
53","61
10
2
2
11
65","72
10
3
3
8
83","77
16
2
3
20
102","44
5
1
1
7
59","60
15
4
4
11
64","69
13
2
14
20
92","64
11
3
3
12
74","695
112
23
36
122
820"
Coimbra,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","145
5
0
0
5
170","120
5
2
3
5
140","138
10
3
3
8
166","176
6
2
2
4
233","144
6
3
3
3
175","174
7
4
4
4
211","185
9
5
5
5
242","164
10
2
2
9
187","188
12
3
3
9
243","170
12
3
4
13
206","204
20
4
4
19
258","184
16
5
5
13
219","1992
118
36
38
97
2450"
Guarda,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","37
3
1
1
2
46","42
7
3
3
6
49","45
4
0
0
6
50","48
7
1
1
11
56","39
6
1
1
6
45","52
10
2
2
15
68","57
7
2
2
9
72","59
5
2
2
8
77","40
9
3
3
10
40","46
7
1
1
7
56","41
2
0
0
2
48","41
4
1
1
3
48","547
71
17
17
85
655"
Leiria,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","160
7
1
1
7
189","173
16
5
5
11
210","199
23
11
11
19
244","195
20
7
7
20
234","196
12
4
4
11
237","198
19
6
6
13
241","234
21
6
7
20
292","253
22
4
8
25
331","225
17
2
3
20
293","207
21
7
9
23
240","181
16
4
5
14
206","193
18
7
11
13
250","2414
212
64
77
196
2967"
Viseu,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","79
13
5
9
11
88","91
5
2
2
4
114","108
9
1
1
9
133","112
11
1
1
12
123","114
12
3
3
10
158","118
13
2
2
13
160","152
22
5
5
20
190","155
9
3
3
7
198","116
9
3
3
7
148","117
6
1
1
5
143","137
12
6
7
8
172","114
8
3
3
8
136","1413
129
35
40
114
1763"
