,,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
"REGIÃO
NORTE","Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","685
57
17
19
50
859","717
62
16
17
62
900","813
69
19
20
68
981","751
68
17
17
60
934","858
77
13
14
78
1069","864
70
13
15
63
1079","904
68
16
16
61
1134","916
71
14
14
65
1250","736
55
21
22
43
932","886
70
16
17
66
1076","876
68
15
18
65
1157","796
48
6
6
51
1034","9802
783
183
195
732
12405"
Braga,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","198
17
5
7
16
265","167
10
4
5
12
232","220
18
4
4
20
265","215
20
4
4
16
271","251
21
3
3
24
327","219
22
2
2
22
273","253
17
3
3
19
329","237
24
4
4
25
337","213
20
7
7
15
252","240
18
2
2
18
307","246
21
2
2
25
325","222
15
1
1
15
291","2681
223
41
44
227
3474"
Bragança,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","25
5
1
1
4
23","17
3
0
0
5
21","23
4
2
2
6
26","22
3
1
1
2
27","35
6
2
2
5
45","45
12
2
2
11
45","44
8
3
3
5
54","57
6
1
1
7
75","37
3
1
1
4
47","31
8
4
5
5
28","21
4
2
5
3
26","39
6
2
2
6
46","396
68
21
25
63
463"
Porto,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","371
26
8
8
22
457","430
33
9
9
26
519","451
41
12
13
36
525","397
23
5
5
20
491","454
39
5
5
38
547","453
26
6
6
23
571","459
36
9
9
29
562","450
29
6
6
24
622","364
22
10
10
16
465","494
27
7
7
23
603","503
31
8
8
27
672","433
26
3
3
29
556","5259
359
88
89
313
6590"
V.Castelo,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","45
7
3
3
5
55","54
7
3
3
6
63","72
1
1
1
0
101","67
12
4
4
11
83","70
7
2
3
6
87","74
5
1
1
4
100","73
4
1
1
5
91","88
4
1
1
3
115","73
8
3
4
6
93","72
7
1
1
9
83","55
6
2
2
5
74","48
1
0
0
1
64","791
69
22
24
61
1009"
V.Real,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","46
2
0
0
3
59","49
9
0
0
13
65","47
5
0
0
6
64","50
10
3
3
11
62","48
4
1
1
5
63","73
5
2
4
3
90","75
3
0
0
3
98","84
8
2
2
6
101","49
2
0
0
2
75","49
10
2
2
11
55","51
6
1
1
5
60","54
0
0
0
0
77","675
64
11
13
68
869"
