,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2006 2007,2006 2007,2006 2007,2006 2007
"REGIÃO
ALENTEJO
Beja
Évora
Portalegre","77 58
36 25
21 20
20 13","269 264
106 128
92 76
71 60","1708 1794
668 724
633 701
407 369","2054 2116
810 877
746 797
498 442"
