,,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
"REGIÃO DE
LISBOA E
VALE TEJO","Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","940
73
20
22
59
1120","864
58
16
17
55
1060","988
92
20
25
104
1174","978
82
14
14
83
1195","996
82
18
19
85
1193","1005
75
16
18
78
1202","1121
94
23
26
94
1413","911
92
31
33
75
1140","984
86
20
23
78
1215","1042
114
24
27
116
1197","1004
93
24
27
82
1197","911
84
16
16
79
1101","11744
1025
242
267
988
14207"
Lisboa,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","538
31
11
13
23
633","507
31
7
7
27
601","585
44
6
7
50
695","571
41
4
4
44
697","604
43
7
7
46
701","618
38
6
6
44
722","658
46
10
11
47
818","500
35
8
8
31
595","598
48
8
9
45
729","642
58
9
9
56
726","621
47
15
18
38
738","509
35
6
6
33
596","6951
497
97
105
484
8251"
Santarém,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","156
18
2
2
16
181","163
14
3
4
19
221","168
24
8
9
24
191","197
26
7
7
22
231","177
19
6
7
16
232","178
18
3
3
18
217","181
22
6
6
21
235","172
29
12
12
21
228","184
20
6
6
19
237","189
24
4
4
28
233","167
21
3
3
21
201","193
31
6
6
29
232","2125
266
66
69
254
2639"
Setúbal,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","246
24
7
7
20
306","194
13
6
6
9
238","235
24
6
9
30
288","210
15
3
3
17
267","215
20
5
5
23
260","209
19
7
9
16
263","282
26
7
9
26
360","239
28
11
13
23
317","202
18
6
8
14
249","211
32
11
14
32
238","216
25
6
6
23
258","209
18
4
4
17
273","2668
262
79
93
250
3317"
