,,FERIDOS LEVES,,,,,,,,,,,,,
,,<=14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,>=65,N.D.,TOTAL
Peões,2013,723,421,272,203,210,210,258,266,323,292,346,1399,4,4927
,2014,680,410,281,192,191,249,252,252,298,298,296,1399,4,4802
,14-13,-43,-11,9,-11,-19,39,-6,-14,-25,6,-50,0,0,-125
Veíc. Ligeiros *,2013,1473,1299,2850,2376,2289,2214,1972,1688,1594,1330,1081,3004,52,23222
,2014,1484,1352,2911,2336,2147,2181,1937,1778,1585,1323,1166,3089,26,23315
,14-13,11,53,61,-40,-142,-33,-35,90,-9,-7,85,85,-26,93
Veíc. Pesados *,2013,48,20,31,40,45,62,63,55,69,49,47,78,1,608
,2014,48,15,21,26,36,57,47,63,66,53,38,50,1,521
,14-13,0,-5,-10,-14,-9,-5,-16,8,-3,4,-9,-28,0,-87
Velocípedes *,2013,163,208,99,96,130,160,125,125,108,83,105,194,3,1599
,2014,158,171,131,85,130,159,163,128,149,120,84,226,2,1706
,14-13,-5,-37,32,-11,0,-1,38,3,41,37,-21,32,-1,107
Ciclomotores *,2013,27,287,144,118,142,213,239,270,262,211,184,516,3,2616
,2014,28,270,151,136,148,181,204,252,232,242,187,548,4,2583
,14-13,1,-17,7,18,6,-32,-35,-18,-30,31,3,32,1,-33
Motociclos *,2013,37,313,371,504,491,506,387,283,190,122,101,117,2,3424
,2014,26,348,381,487,528,571,423,294,215,158,92,112,1,3636
,14-13,-11,35,10,-17,37,65,36,11,25,36,-9,-5,-1,212
Outros,2013,9,22,19,23,16,15,22,35,31,24,22,184,-,422
,2014,13,20,19,18,23,27,24,25,24,22,39,202,-,456
,14-13,4,-2,0,-5,7,12,2,-10,-7,-2,17,18,-,34
TOTAL,2013,2480,2570,3786,3360,3323,3380,3066,2722,2577,2111,1886,5492,65,36818
,2014,2437,2586,3895,3280,3203,3425,3050,2792,2569,2216,1902,5626,38,37019
,14-13,-43,16,109,-80,-120,45,-16,70,-8,105,16,134,-27,201
